name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Mightyena; 262; Dark; None; Ground; Ground; 1.0; 37.0; 50.0; Bite Pokémon; 127; 3840; 1000000; 2 Attack Point(s); Gray; 0; Intimidate; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 0.0; 2.0; 1.0; 0.5; 1.0; 0.5; 1.0; It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.; It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.; It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.; It chases down prey in a pack of around ten. They defeat foes with perfectly coordinated teamwork.; It chases down prey in a pack of around ten. They defeat foes with perfectly coordinated teamwork.; 
Zigzagoon; 263; Normal; None; Ground; Ground; 0.4; 17.5; 50.0; Tinyracoon Pokémon; 255; 3840; 1000000; 1 Speed Point(s); Brown; 120; Pickup; 70; 98 - 145; 186 - 280; 98 - 145; 186 - 280; 98 - 145; 38; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.; It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.; It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.; It gets interested in everything, which is why it zigs and zags. It is good at finding items.; It gets interested in everything, which is why it zigs and zags. It is good at finding items.; 
Linoone; 264; Normal; None; Ground; Ground; 0.5; 32.5; 50.0; Rush Pokémon; 90; 3840; 1000000; 2 Speed Point(s); White; 90; Pickup; 70; 138 - 185; 266 - 360; 138 - 185; 266 - 360; 138 - 185; 78; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails.; It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails.; It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails.; When running in a straight line, it can easily top 60 miles an hour. It has a tough time with curved roads.; When running in a straight line, it can easily top 60 miles an hour. It has a tough time with curved roads.; 
Wurmple; 265; Bug; None; Bug; Bug; 0.3; 3.6; 50.0; Worm Pokémon; 255; 3840; 1000000; 1 HP Point(s); Red; 0; Shield Dust; 70; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It loves to eat leaves. If it is attacked by a STARLY, it will defend itself with its spiked rear.; It spits a white silk that turns sticky when it contacts air. It is used to immobilize foes.; Often targeted by bird Pokmon, it desperately resists by releasing poison from its tail spikes.; It lives among the tall grass and in forests. It repels attacks by raising up the spikes on its rear.; It lives among the tall grass and in forests. It repels attacks by raising up the spikes on its rear.; 
Silcoon; 266; Bug; None; Bug; Bug; 0.6; 10.0; 50.0; Cocoon Pokémon; 120; 3840; 1000000; 2 Defense Point(s); White; 0; Shed Skin; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It anchors itself by wrapping twigs with the silk from its body. It motionlessly awaits evolution.; It drinks dew that collects on its silk and waits for evolution. Its hard cocoon repels attacks.; It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.; Having wrapped silk around the branches of a tree, it quiescently awaits evolution.; Having wrapped silk around the branches of a tree, it quiescently awaits evolution.; 
Beautifly; 267; Bug; Flying; Bug; Bug; 1.0; 28.4; 50.0; Butterfly Pokémon; 45; 3840; 1000000; 3 Sp. Attack Point(s); Yellow; 0; Swarm; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 1.0; 0.25; 2.0; 2.0; 0.25; 1.0; 0.0; 2.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 1.0; It has an aggressive nature. It stabs prey with its long, narrow mouth to drain the preys fluids.; When flower fields bloom, it flits around, collecting pollen. Despite its appearance, it is savage.; Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen.; Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.; Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.; 
Cascoon; 268; Bug; None; Bug; Bug; 0.7; 11.5; 50.0; Cocoon Pokémon; 120; 3840; 1000000; 2 Defense Point(s); Purple; 0; Shed Skin; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; It is hot inside its cocoon. All the cells in its body create the energy for it to evolve.; Encased within its tough cocoon, it endures attacks. It never forgets the appearance of its foes.; It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback.; It endures attacks with patience, because the more pain before evolution, the sturdier it becomes.; It endures attacks with patience, because the more pain before evolution, the sturdier it becomes.; 
Dustox; 269; Bug; Poison; Bug; Bug; 1.2; 31.6; 50.0; Poison Moth Pokémon; 45; 3840; 1000000; 3 Sp. Defense Point(s); Green; 0; Shield Dust; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 1.0; 0.25; 1.0; 1.0; 0.25; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; A nocturnal Pokmon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards.; It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset.; Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards.; It scatters its fine dust all over when it is attacked. It is a nocturnal Pokmon.; It scatters its fine dust all over when it is attacked. It is a nocturnal Pokmon.; 
Lotad; 270; Water; Grass; Water 1; Plant; 0.5; 2.6; 50.0; Water Weed Pokémon; 255; 3840; 1059860; 1 Sp. Defense Point(s); Green; 90; Swift Swim; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 0.25; 1.0; 1.0; 1.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 0.5; It looks like an aquatic plant and serves as a ferry to Pokmon that cant swim.; It looks like an aquatic plant and serves as a ferry to Pokmon that cant swim.; It looks like an aquatic plant and serves as a ferry to Pokmon that cant swim.; Its leaf grew too large for it to live on land. That is how it began to live floating in the water.; Its leaf grew too large for it to live on land. That is how it began to live floating in the water.; 
Lombre; 271; Water; Grass; Water 1; Plant; 1.2; 32.5; 50.0; Jolly Pokémon; 120; 3840; 1059860; 2 Sp. Defense Point(s); Green; 60; Swift Swim; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 0.25; 1.0; 1.0; 1.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 0.5; It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere.; It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere.; It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere.; It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.; It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.; 
Ludicolo; 272; Water; Grass; Water 1; Plant; 1.5; 55.0; 50.0; Carefree Pokémon; 45; 3840; 1059860; 3 Sp. Defense Point(s); Green; 0; Swift Swim; 70; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 1.0; 0.25; 1.0; 1.0; 1.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 0.5; If it hears festive music, all its muscles fill with energy. It cant help breaking out into a dance.; If it hears festive music, all its muscles fill with energy. It cant help breaking out into a dance.; If it hears festive music, all its muscles fill with energy. It cant help breaking out into a dance.; If it hears festive music, it begins moving in rhythm in order to amplify its power.; If it hears festive music, it begins moving in rhythm in order to amplify its power.; 
Seedot; 273; Grass; None; Ground; Plant; 0.5; 4.0; 50.0; Acorn Pokémon; 255; 3840; 1059860; 1 Defense Point(s); Brown; 90; Chlorophyll; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokmon.; When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokmon.; When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokmon.; It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.; It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.; 
Nuzleaf; 274; Grass; Dark; Ground; Plant; 1.0; 28.0; 50.0; Wily Pokémon; 120; 3840; 1059860; 2 Attack Point(s); Brown; 60; Chlorophyll; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 2.0; 2.0; 0.5; 2.0; 0.0; 4.0; 1.0; 0.5; 1.0; 0.5; 1.0; The sound of its grass flute makes its listeners uneasy. It lives deep in forests.; The sound of its grass flute makes its listeners uneasy. It lives deep in forests.; The sound of its grass flute makes its listeners uneasy. It lives deep in forests.; It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.; It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.; 
Shiftry; 275; Grass; Dark; Ground; Plant; 1.3; 59.6; 50.0; Wickid Pokémon; 45; 3840; 1059860; 3 Attack Point(s); Brown; 0; Chlorophyll; 70; 150 - 197; 290 - 384; 150 - 197; 290 - 384; 150 - 197; 90; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 2.0; 2.0; 0.5; 2.0; 0.0; 4.0; 1.0; 0.5; 1.0; 0.5; 1.0; By flapping its leafy fan, it can whip up gusts of 100 ftsecond that can level houses.; By flapping its leafy fan, it can whip up gusts of 100 ftsecond that can level houses.; By flapping its leafy fan, it can whip up gusts of 100 ftsecond that can level houses.; It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.; It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.; 
Taillow; 276; Normal; Flying; Flying; Flying; 0.3; 2.3; 50.0; TinySwallow Pokémon; 200; 3840; 1059860; 1 Speed Point(s); Blue; 0; Guts; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 0.0; 1.0; 1.0; 1.0; It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.; It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.; It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.; When it gets cold, they migrate, flying over 180 miles a day. It hunts for tasty prey.; When it gets cold, they migrate, flying over 180 miles a day. It hunts for tasty prey.; 
Swellow; 277; Normal; Flying; Flying; Flying; 0.7; 19.8; 50.0; Swallow Pokémon; 45; 3840; 1059860; 2 Speed Point(s); Blue; 0; Guts; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 0.0; 1.0; 1.0; 1.0; It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey.; It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey.; It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey.; It dives at a steep angle as soon as it spots its prey. It catches its prey with sharp claws.; It dives at a steep angle as soon as it spots its prey. It catches its prey with sharp claws.; 
Wingull; 278; Water; Flying; Water 1; Flying; 0.6; 9.5; 50.0; Seagull Pokémon; 190; 5120; 1000000; 1 Speed Point(s); White; 0; Keen Eye; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 0.5; 0.5; 1.0; 4.0; 1.0; 0.5; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights.; Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest.; It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill.; It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the seas edge.; It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the seas edge.; 
Pelipper; 279; Water; Flying; Water 1; Flying; 1.2; 28.0; 50.0; Water Bird Pokémon; 45; 5120; 1000000; 2 Defense Point(s); Yellow; 0; Keen Eye; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 0.5; 0.5; 1.0; 4.0; 1.0; 0.5; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; It dips its large bill in the sea, then scoops up numerous prey along with water.; It acts as a delivery service by carrying small Pokmon in its bill. It bobs on the waves to rest.; It is a messenger of the skies, carrying small Pokmon and eggs to safety in its bill.; It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm.; It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm.; 
Ralts; 280; Psychic; Fairy; Indeterminate; Indeterminate; 0.4; 6.6; 50.0; Feeling Pokémon; 235; 5120; 1250000; 1 Sp. Attack Point(s); White; 0; Synchronize; 35; 88 - 135; 166 - 260; 88 - 135; 166 - 260; 88 - 135; 28; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.; It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.; If its horns capture the warm feelings of people or Pokmon, its body warms up slightly.; The horns on its head provide a strong power that enables it to sense peoples emotions.; The horns on its head provide a strong power that enables it to sense peoples emotions.; 
Kirlia; 281; Psychic; Fairy; Indeterminate; Indeterminate; 0.8; 20.2; 50.0; Emotion Pokémon; 120; 5120; 1250000; 2 Sp. Attack Point(s); White; 0; Synchronize; 35; 98 - 145; 186 - 280; 98 - 145; 186 - 280; 98 - 145; 38; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It is highly perceptive of its Trainers feelings. It dances when it is feeling happy.; It is highly perceptive of its Trainers feelings. It dances when it is feeling happy.; If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about.; It has a psychic power that enables it to distort the space around it and see into the future.; It has a psychic power that enables it to distort the space around it and see into the future.; 
Gardevoir; 282; Psychic; Fairy; Indeterminate; Indeterminate; 1.6; 48.4; 50.0; Embrace Pokémon; 45; 5120; 1250000; 3 Sp. Attack Point(s); White; 0; Synchronize; 35; 128 - 175; 246 - 340; 128 - 175; 246 - 340; 128 - 175; 68; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It will try to guard its trusted Trainer with its life. It has the ability to see the future.; It will try to guard its trusted Trainer with its life. It has the ability to see the future.; To protect its Trainer, it will expend all its psychic power to create a small black hole.; It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with.; It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with.; 
Surskit; 283; Bug; Water; Water 1; Bug; 0.5; 1.7; 50.0; Pond Skater Pokémon; 200; 3840; 1000000; 1 Speed Point(s); Blue; 120; Swift Swim; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 0.5; 1.0; 2.0; 0.5; 0.5; 1.0; 0.5; 2.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 0.5; It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.; It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.; It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.; It secretes a thick, sweet-scented syrup from the tip of its head. It lives on weed-choked ponds.; It secretes a thick, sweet-scented syrup from the tip of its head. It lives on weed-choked ponds.; 
Masquerain; 284; Bug; Flying; Water 1; Bug; 0.8; 3.6; 50.0; Eyeball Pokémon; 75; 3840; 1000000; 1 Sp. Attack Point(s) 1 Sp. Defense Point(s); Blue; 90; Intimidate; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 2.0; 1.0; 0.25; 2.0; 2.0; 0.25; 1.0; 0.0; 2.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 1.0; Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.; Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.; Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.; It flaps its four wings to hover and fly freely in any direction-- to and fro and sideways.; It flaps its four wings to hover and fly freely in any direction-- to and fro and sideways.; 
Shroomish; 285; Grass; None; Fairy; Plant; 0.4; 4.5; 50.0; Mushroom Pokémon; 255; 3840; 1640000; 1 HP Point(s); Brown; 120; Effect Spore; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.; It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.; It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.; If it senses danger, it scatters spores from the top of its head to protect itself.; If it senses danger, it scatters spores from the top of its head to protect itself.; 
Breloom; 286; Grass; Fighting; Fairy; Plant; 1.2; 39.2; 50.0; Mushroom Pokémon; 90; 3840; 1640000; 2 Attack Point(s); Green; 90; Effect Spore; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 4.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.5; 1.0; Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.; Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.; Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.; It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.; It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.; 
Slakoth; 287; Normal; None; Ground; Ground; 0.8; 24.0; 50.0; Slacker Pokémon; 255; 3840; 1250000; 1 HP Point(s); Brown; 0; Truant; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.; It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.; It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.; The way SLAKOTH lolls around makes anyone who watches it feel like doing the same.; The way SLAKOTH lolls around makes anyone who watches it feel like doing the same.; 
Vigoroth; 288; Normal; None; Ground; Ground; 1.4; 46.5; 50.0; Wild Monkey Pokémon; 120; 3840; 1250000; 2 Speed Point(s); White; 90; Vital Spirit; 70; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Its heart beats at a tenfold tempo, so it cannot sit still for even a moment.; Its heart beats at a tenfold tempo, so it cannot sit still for even a moment.; Its heart beats at a tenfold tempo, so it cannot sit still for even a moment.; Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick.; Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick.; 
Slaking; 289; Normal; None; Ground; Ground; 2.0; 130.5; 50.0; Lazy Pokémon; 45; 3840; 1250000; 3 HP Point(s); Brown; 0; Truant; 70; 210 - 257; 410 - 504; 210 - 257; 410 - 504; 210 - 257; 150; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; The worlds laziest Pokmon. When it is lounging, it is actually saving energy for striking back.; The worlds laziest Pokmon. When it is lounging, it is actually saving energy for striking back.; The worlds laziest Pokmon. When it is lounging, it is actually saving energy for striking back.; The worlds laziest Pokmon. It moves to another spot when theres no food left within its reach.; The worlds laziest Pokmon. It moves to another spot when theres no food left within its reach.; 
Nincada; 290; Bug; Ground; Bug; Bug; 0.5; 5.5; 50.0; Trainee Pokémon; 255; 3840; 600000; 1 Defense Point(s); Gray; 0; Compoundeyes; 70; 91 - 138; 172 - 266; 91 - 138; 172 - 266; 91 - 138; 31; 1.0; 2.0; 2.0; 1.0; 0.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes.; It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes.; It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes.; It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.; It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.; 
Ninjask; 291; Bug; Flying; Bug; Bug; 0.8; 12.0; 50.0; Ninja Pokémon; 120; 3840; 600000; 2 Speed Point(s); Yellow; 0; Speed Boost; 70; 121 - 168; 232 - 326; 121 - 168; 232 - 326; 121 - 168; 61; 1.0; 2.0; 1.0; 0.25; 2.0; 2.0; 0.25; 1.0; 0.0; 2.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 1.0; Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap.; Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap.; Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap.; Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.; Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.; 
Shedinja; 292; Bug; Ghost; Mineral; Mineral; 0.8; 1.2; None; Shed Pokémon; 45; 3840; 600000; 2 HP Point(s); Brown; 0; Wonder Guard; 70; 1 - 1; 1 - 1; 1 - 1; 1 - 1; 1 - 1; 1; 0.0; 2.0; 1.0; 0.5; 1.0; 1.0; 0.0; 0.5; 0.5; 2.0; 1.0; 0.5; 2.0; 2.0; 1.0; 2.0; 1.0; A discarded bug shell that came to life. Peering into the crack on its back is said to steal ones spirit.; A discarded bug shell that came to life. Peering into the crack on its back is said to steal ones spirit.; A discarded bug shell that came to life. Peering into the crack on its back is said to steal ones spirit.; A strange Pokmon--it flies without moving its wings, has a hollow shell for a body, and does not breathe.; A strange Pokmon--it flies without moving its wings, has a hollow shell for a body, and does not breathe.; 
Whismur; 293; Normal; None; Monster; Ground; 0.6; 16.3; 50.0; Whisper Pokémon; 190; 5120; 1059860; 1 HP Point(s); Pink; 0; Soundproof; 70; 124 - 171; 238 - 332; 124 - 171; 238 - 332; 124 - 171; 64; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane.; Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane.; Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane.; If it senses danger, it scares the foe by crying out with the volume of a jet-plane engine.; If it senses danger, it scares the foe by crying out with the volume of a jet-plane engine.; 
Loudred; 294; Normal; None; Monster; Ground; 1.0; 40.5; 50.0; Big Voice Pokémon; 120; 5120; 1059860; 2 HP Point(s); Blue; 0; Soundproof; 70; 144 - 191; 278 - 372; 144 - 191; 278 - 372; 144 - 191; 84; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; The shock waves from its cries can tip over trucks. It stamps its feet to power up.; The shock waves from its cries can tip over trucks. It stamps its feet to power up.; The shock waves from its cries can tip over trucks. It stamps its feet to power up.; It shouts loudly by inhaling air, and then uses its well-developed stomach muscles to exhale.; It shouts loudly by inhaling air, and then uses its well-developed stomach muscles to exhale.; 
Exploud; 295; Normal; None; Monster; Ground; 1.5; 84.0; 50.0; Loud Noise Pokémon; 45; 5120; 1059860; 3 HP Point(s); Blue; 0; Soundproof; 70; 164 - 211; 318 - 412; 164 - 211; 318 - 412; 164 - 211; 104; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.; Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.; Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.; Its roar in battle shakes the ground like a tremor--or like an earthquake has struck.; Its roar in battle shakes the ground like a tremor--or like an earthquake has struck.; 
Makuhita; 296; Fighting; None; HumanShape; HumanShape; 1.0; 86.4; 75.0; Guts Pokémon; 180; 5120; 1640000; 1 HP Point(s); Yellow; 0; Thick Fat; 70; 132 - 179; 254 - 348; 132 - 179; 254 - 348; 132 - 179; 72; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 0.5; 1.0; It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.; It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.; It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.; It toughens up by slamming into thick trees over and over. It gains a sturdy body and dauntless spirit.; It toughens up by slamming into thick trees over and over. It gains a sturdy body and dauntless spirit.; 
